indicator,year,geography,fips,race,sex,age_group,misc,rate,cases,population
AIDS deaths,2012,Louisiana,22,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.4,393,3795203
AIDS deaths,2012,Maine,23,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.4,16,1144012
AIDS deaths,2012,Maryland,24,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.8,534,4927390
AIDS deaths,2012,Massachusetts,25,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.9,222,5671921
AIDS deaths,2012,Michigan,26,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.2,266,8297172
AIDS deaths,2012,Minnesota,27,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,69,4457498
AIDS deaths,2012,Mississippi,28,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.1,149,2450554
AIDS deaths,2012,Missouri,29,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.1,154,5017811
AIDS deaths,2012,Montana,30,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.4,3,844719
AIDS deaths,2012,Nebraska,31,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,20,1516690
AIDS deaths,2012,Nevada,32,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.1,138,2279948
AIDS deaths,2012,New Hampshire,33,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,18,1131785
AIDS deaths,2012,New Jersey,34,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.3,539,7433946
AIDS deaths,2012,New Mexico,35,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.6,44,1713559
AIDS deaths,2012,New York,36,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.7,1775,16569459
AIDS deaths,2012,North Carolina,37,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.5,365,8097120
AIDS deaths,2012,North Dakota,38,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.5,3,586504
AIDS deaths,2012,Northern Mariana Islands,69,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,39540
AIDS deaths,2012,Ohio,39,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,241,9659352
AIDS deaths,2012,Oklahoma,40,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,94,3131837
AIDS deaths,2012,Oregon,41,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,88,3283713
AIDS deaths,2012,Pennsylvania,42,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.4,478,10839448
AIDS deaths,2012,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.7,327,3058682
AIDS deaths,2012,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.8,34,900525
AIDS deaths,2012,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.7,265,3942817
AIDS deaths,2012,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1,7,683443
AIDS deaths,2012,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.8,260,5384408
AIDS deaths,2012,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.2,1101,21000486
AIDS deaths,2012,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,14.7,13,88279
AIDS deaths,2012,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1,21,2194417
AIDS deaths,2012,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.6,3,540013
AIDS deaths,2012,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,254,6848994
AIDS deaths,2012,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,131,5751359
AIDS deaths,2012,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2,32,1582264
AIDS deaths,2012,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.4,67,4786301
AIDS deaths,2012,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.2,1,476550
AIDS deaths,2013,Alabama,1,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,189,4041474
AIDS deaths,2013,Alaska,2,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,15,600000
AIDS deaths,2013,American Samoa,60,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,42658
AIDS deaths,2013,Arizona,4,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,162,5468760
AIDS deaths,2013,Arkansas,5,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.4,84,2448109
AIDS deaths,2013,California,6,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4,1269,31851578
AIDS deaths,2013,Colorado,8,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2,89,4369989
AIDS deaths,2013,Connecticut,9,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5,154,3055295
AIDS deaths,2013,Delaware,10,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.8,61,778905
AIDS deaths,2013,District of Columbia,11,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,26.1,147,563341
AIDS deaths,2013,Florida,12,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10,1666,16735763
AIDS deaths,2013,Georgia,13,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.4,609,8202771
AIDS deaths,2013,Guam,66,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,2,124014
AIDS deaths,2013,Hawaii,15,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,27,1181048
AIDS deaths,2013,Idaho,16,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,10,1302553
AIDS deaths,2013,Illinois,17,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,395,10737310
AIDS deaths,2013,Indiana,18,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.8,152,5438734
AIDS deaths,2013,Iowa,19,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.4,36,2570127
AIDS deaths,2013,Kansas,20,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.8,43,2369344
AIDS deaths,2013,Kentucky,21,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,87,3668551
AIDS deaths,2013,Louisiana,22,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.2,353,3821710
AIDS deaths,2013,Maine,23,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.9,22,1146451
AIDS deaths,2013,Maryland,24,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10,495,4972883
AIDS deaths,2013,Massachusetts,25,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.9,221,5726663
AIDS deaths,2013,Michigan,26,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,203,8328488
AIDS deaths,2013,Minnesota,27,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,66,4496516
AIDS deaths,2013,Mississippi,28,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7,173,2462464
AIDS deaths,2013,Missouri,29,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,148,5042343
AIDS deaths,2013,Montana,30,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.4,12,852864
AIDS deaths,2013,Nebraska,31,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.4,22,1528794
AIDS deaths,2013,Nevada,32,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.9,113,2316053
AIDS deaths,2013,New Hampshire,33,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,9,1136350
AIDS deaths,2013,New Jersey,34,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.6,571,7476496
AIDS deaths,2013,New Mexico,35,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,40,1719786
AIDS deaths,2013,New York,36,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.3,1719,16661779
AIDS deaths,2013,North Carolina,37,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,387,8202817
AIDS deaths,2013,North Dakota,38,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.7,4,602550
AIDS deaths,2013,Northern Mariana Islands,69,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,39447
AIDS deaths,2013,Ohio,39,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.2,216,9694350
AIDS deaths,2013,Oklahoma,40,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.3,104,3162200
AIDS deaths,2013,Oregon,41,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,90,3315289
AIDS deaths,2013,Pennsylvania,42,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,510,10864571
AIDS deaths,2013,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.5,320,3040676
AIDS deaths,2013,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.3,30,902552
AIDS deaths,2013,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.4,255,3992236
AIDS deaths,2013,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.4,3,692085
AIDS deaths,2013,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.6,247,5427571
AIDS deaths,2013,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.9,1042,21381506
AIDS deaths,2013,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.7,5,88208
AIDS deaths,2013,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,18,2238887
AIDS deaths,2013,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,7,541919
AIDS deaths,2013,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.6,249,6921950
AIDS deaths,2013,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.2,129,5822462
AIDS deaths,2013,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.7,27,1580517
AIDS deaths,2013,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,72,4811361
AIDS deaths,2013,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.2,6,481951
AIDS deaths,2014,Alabama,1,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.2,212,4061866
AIDS deaths,2014,Alaska,2,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.7,10,600014
AIDS deaths,2014,American Samoa,60,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,42741
AIDS deaths,2014,Arizona,4,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.6,142,5567075
AIDS deaths,2014,Arkansas,5,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.5,85,2459524
AIDS deaths,2014,California,6,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.1,1336,32232923
AIDS deaths,2014,Colorado,8,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.2,99,4452686
AIDS deaths,2014,Connecticut,9,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.5,168,3060414
AIDS deaths,2014,Delaware,10,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.5,59,789709
AIDS deaths,2014,District of Columbia,11,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,15.4,88,570359
AIDS deaths,2014,Florida,12,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.5,1620,17026263
AIDS deaths,2014,Georgia,13,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.4,617,8309955
AIDS deaths,2014,Guam,66,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,1,125318
AIDS deaths,2014,Hawaii,15,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,34,1191886
AIDS deaths,2014,Idaho,16,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.1,15,1324192
AIDS deaths,2014,Illinois,17,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.2,349,10755052
AIDS deaths,2014,Indiana,18,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,132,5471018
AIDS deaths,2014,Iowa,19,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.8,47,2586386
AIDS deaths,2014,Kansas,20,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,30,2380387
AIDS deaths,2014,Kentucky,21,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,86,3685384
AIDS deaths,2014,Louisiana,22,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.8,339,3843767
AIDS deaths,2014,Maine,23,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.7,8,1149983
AIDS deaths,2014,Maryland,24,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.2,460,5008827
AIDS deaths,2014,Massachusetts,25,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.5,203,5776963
AIDS deaths,2014,Michigan,26,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,189,8359425
AIDS deaths,2014,Minnesota,27,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,71,4531386
AIDS deaths,2014,Mississippi,28,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.8,169,2469415
AIDS deaths,2014,Missouri,29,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,127,5066524
AIDS deaths,2014,Montana,30,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,7,860732
AIDS deaths,2014,Nebraska,31,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,20,1541529
AIDS deaths,2014,Nevada,32,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.6,108,2361355
AIDS deaths,2014,New Hampshire,33,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.6,7,1144106
AIDS deaths,2014,New Jersey,34,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.8,514,7515527
AIDS deaths,2014,New Mexico,35,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,52,1723181
AIDS deaths,2014,New York,36,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.6,1605,16729839
AIDS deaths,2014,North Carolina,37,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.6,383,8303063
AIDS deaths,2014,North Dakota,38,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1,6,614240
AIDS deaths,2014,Northern Mariana Islands,69,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,39636
AIDS deaths,2014,Ohio,39,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.1,209,9730431
AIDS deaths,2014,Oklahoma,40,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.5,113,3185397
AIDS deaths,2014,Oregon,41,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,77,3357098
AIDS deaths,2014,Pennsylvania,42,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.5,487,10884303
AIDS deaths,2014,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,11.6,349,3009271
AIDS deaths,2014,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.5,32,905810
AIDS deaths,2014,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.2,252,4050984
AIDS deaths,2014,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.4,3,698428
AIDS deaths,2014,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.3,238,5479001
AIDS deaths,2014,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5,1095,21812343
AIDS deaths,2014,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.7,5,87992
AIDS deaths,2014,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.6,14,2278603
AIDS deaths,2014,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.6,3,542505
AIDS deaths,2014,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,173,6983178
AIDS deaths,2014,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,139,5906109
AIDS deaths,2014,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.8,28,1577425
AIDS deaths,2014,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,71,4833741
AIDS deaths,2014,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.4,2,482646
